timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1617205782074,4,HTTP Request,200,,LOAD 2-19,text,true,,329,124,10,10,http://localhost:8080/todolist,4,0,1
1617205782091,4,HTTP Request,200,,LOAD 2-12,text,true,,329,124,10,10,http://localhost:8080/todolist,4,0,0
1617205782106,4,HTTP Request,200,,LOAD 2-14,text,true,,329,124,10,10,http://localhost:8080/todolist,4,0,1
1617205782171,4,HTTP Request,200,,LOAD 2-16,text,true,,329,124,10,10,http://localhost:8080/todolist,4,0,1
1617205782184,4,HTTP Request,200,,LOAD 2-18,text,true,,329,124,10,10,http://localhost:8080/todolist,4,0,1
1617205782216,5,HTTP Request,200,,LOAD 2-11,text,true,,329,124,10,10,http://localhost:8080/todolist,5,0,0
1617205782261,4,HTTP Request,200,,LOAD 2-20,text,true,,329,124,10,10,http://localhost:8080/todolist,4,0,1
1617205782261,4,HTTP Request,200,,LOAD 2-13,text,true,,329,124,10,10,http://localhost:8080/todolist,4,0,1
1617205782307,6,HTTP Request,200,,LOAD 2-15,text,true,,329,124,10,10,http://localhost:8080/todolist,6,0,1
1617205782369,6,HTTP Request,200,,LOAD 2-17,text,true,,329,124,10,10,http://localhost:8080/todolist,5,0,1
1617205782385,4,HTTP Request,200,,LOAD 2-19,text,true,,329,124,10,10,http://localhost:8080/todolist,4,0,1
1617205782401,5,HTTP Request,200,,LOAD 2-12,text,true,,329,124,10,10,http://localhost:8080/todolist,5,0,1
1617205782417,3,HTTP Request,200,,LOAD 2-14,text,true,,329,124,10,10,http://localhost:8080/todolist,3,0,0
1617205782480,3,HTTP Request,200,,LOAD 2-16,text,true,,329,124,10,10,http://localhost:8080/todolist,3,0,0
1617205782495,5,HTTP Request,200,,LOAD 2-18,text,true,,329,124,10,10,http://localhost:8080/todolist,4,0,1
1617205782527,6,HTTP Request,200,,LOAD 2-11,text,true,,329,124,10,10,http://localhost:8080/todolist,6,0,1
1617205782574,4,HTTP Request,200,,LOAD 2-20,text,true,,329,124,10,10,http://localhost:8080/todolist,4,0,1
1617205782574,4,HTTP Request,200,,LOAD 2-13,text,true,,329,124,10,10,http://localhost:8080/todolist,4,0,1
1617205782621,5,HTTP Request,200,,LOAD 2-15,text,true,,329,124,10,10,http://localhost:8080/todolist,5,0,0
1617205782683,5,HTTP Request,200,,LOAD 2-17,text,true,,329,124,11,11,http://localhost:8080/todolist,5,0,0
1617205782699,3,HTTP Request,200,,LOAD 2-19,text,true,,329,124,11,11,http://localhost:8080/todolist,3,0,0
1617205782714,5,HTTP Request,200,,LOAD 2-12,text,true,,329,124,11,11,http://localhost:8080/todolist,5,0,1
1617205782730,4,HTTP Request,200,,LOAD 2-14,text,true,,329,124,11,11,http://localhost:8080/todolist,4,0,1
1617205782784,4,HTTP Request,200,,LOAD 2-16,text,true,,329,124,11,11,http://localhost:8080/todolist,4,0,1
1617205782800,4,HTTP Request,200,,LOAD 2-18,text,true,,329,124,11,11,http://localhost:8080/todolist,4,0,1
1617205782834,3,HTTP Request,200,,LOAD 2-11,text,true,,329,124,11,11,http://localhost:8080/todolist,3,0,0
1617205782879,4,HTTP Request,200,,LOAD 2-20,text,true,,329,124,11,11,http://localhost:8080/todolist,4,0,1
1617205782881,3,HTTP Request,200,,LOAD 2-13,text,true,,329,124,11,11,http://localhost:8080/todolist,3,0,1
1617205782927,3,HTTP Request,200,,LOAD 2-15,text,true,,329,124,11,11,http://localhost:8080/todolist,3,0,0
1617205782967,4,HTTP Request,200,,LOAD 2-10,text,true,,329,124,11,11,http://localhost:8080/todolist,4,0,1
1617205782989,4,HTTP Request,200,,LOAD 2-17,text,true,,329,124,11,11,http://localhost:8080/todolist,4,0,1
1617205783003,4,HTTP Request,200,,LOAD 2-19,text,true,,329,124,11,11,http://localhost:8080/todolist,4,0,1
1617205783020,3,HTTP Request,200,,LOAD 2-12,text,true,,329,124,11,11,http://localhost:8080/todolist,3,0,0
1617205783035,4,HTTP Request,200,,LOAD 2-14,text,true,,329,124,11,11,http://localhost:8080/todolist,4,0,1
